2024-06-26T00:25:47.121+05:30  INFO 3224 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2024-06-26T20:20:06.570+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:20:06.570+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:20:06.570+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:20:06.570+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:20:06.570+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:20:06.570+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:32:41.855+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:32:41.855+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:32:41.855+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:32:59.804+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:32:59.804+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:32:59.804+05:30  INFO 1304 --- [http-nio-8080-exec-3] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:33:38.143+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:33:38.144+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : null
2024-06-26T20:33:38.144+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:33:38.199+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.AuthenticationController       : Authentication endpoint
2024-06-26T20:33:38.199+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to authenticate the user
2024-06-26T20:33:38.346+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to fetch user details of user with username :akarshtkn@gmail.com
2024-06-26T20:33:38.374+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to generate token with user details
2024-06-26T20:33:38.374+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to generate token without extra claims
2024-06-26T20:33:38.374+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to generate token
2024-06-26T20:33:38.380+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:33:38.401+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.c.AuthenticationController       : Executing business logic to set the cookie in response header
2024-06-26T20:33:38.407+05:30  INFO 1304 --- [http-nio-8080-exec-4] c.t.b.j.s.I.AuthenticationServiceImpl    : Executing business logic to map User to AuthenticationResponse class
2024-06-26T20:33:44.419+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:33:44.419+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:33:44.419+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:33:44.419+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:33:44.419+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:33:44.419+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:33:44.434+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:33:44.434+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:33:44.434+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:33:44.440+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:33:44.440+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:33:44.440+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:33:44.445+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:33:44.445+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:33:44.545+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:33:44.545+05:30  WARN 1304 --- [http-nio-8080-exec-8] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:33:46.451+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:33:46.464+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:12.931+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:12.943+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:34:12.943+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:34:12.943+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:34:12.943+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:34:12.943+05:30  INFO 1304 --- [http-nio-8080-exec-10] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:34:25.018+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:34:25.018+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:34:25.018+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:34:25.018+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:25.018+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:25.018+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:34:25.033+05:30  INFO 1304 --- [http-nio-8080-exec-9] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Game Id
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:34.242+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:34.257+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:34:34.257+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:34:34.257+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:34:34.257+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:34:34.257+05:30  INFO 1304 --- [http-nio-8080-exec-6] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:34:47.782+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:34:47.794+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:34:47.794+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:34:47.796+05:30  INFO 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:34:47.797+05:30  WARN 1304 --- [http-nio-8080-exec-2] c.t.b.p.controller.PlayerController      : Neither username nor gameId provided
2024-06-26T20:35:10.291+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:35:10.291+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:35:10.291+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:35:10.291+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:35:10.291+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:35:10.291+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:35:10.299+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:35:10.299+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.s.Implementation.JwtServiceImpl  : Token expired : false
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.j.c.JwtAuthenticationFilter        : Invoking next filter
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.p.controller.PlayerController      : Executing business logic to check for duplicates
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.p.controller.PlayerController      : Executing business logic to check which field is present, username or gameId
2024-06-26T20:35:10.304+05:30  INFO 1304 --- [http-nio-8080-exec-5] c.t.b.p.s.serviceimpl.PlayerServiceImpl  : Executing business logic to check for duplicate Username
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to filter the request for authentication
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Token : eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJha2Fyc2h0a25AZ21haWwuY29tIiwiaWF0IjoxNzE5NDE0MjE4LCJleHAiOjE3MTk0MjE0MTh9.-RA_qu0wtCPdssh0rClSfbizPrTtzFZpudjxxtbd8BA
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract username from token
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract claim
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to extract all claims
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to build sign in key
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Extracted username : akarshtkn@gmail.com
2024-06-26T20:36:20.583+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.c.JwtAuthenticationFilter        : Executing business logic to extract user details from username
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-7] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
2024-06-26T20:36:20.595+05:30  INFO 1304 --- [http-nio-8080-exec-8] c.t.b.j.s.Implementation.JwtServiceImpl  : Executing business logic to check expiration of token
